N_EXPEDIEN;F_EXPEDIEN;CALLE;ALTURA;DIRECCION;SMP;M2;FECHA_ESTA;DESTINO;ZONIFICACI;TIPO_OBRA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LAT;LNG
27.893.365/2016;27/12/2016 00:00;GARAY, JUAN DE AV.;1182;GARAY, JUAN DE AV. 1182;016-063-000;-;25/1/2017 00:00;;;AVISO DE OBRA;CONSTITUCION;COMUNA 1;1153;C1153ABW;-34.627027698216445;-58.38250083397854
23.392.519/2016;15/10/2016 00:00;SAAVEDRA;962;SAAVEDRA 962;020-012-017;-;25/1/2017 00:00;;;AVISO DE OBRA;SAN CRISTOBAL;COMUNA 3;1229;C1229ACJ;-34.620498637214034;-58.401889069326224
27.840.935/2016;27/12/2016 00:00;IBERA;3263;IBERA 3263;041-068B-017;-;25/1/2017 00:00;;;AVISO DE OBRA;COGHLAN;COMUNA 12;1429;C1429CMY;-34.558124396929635;-58.47296492082777
26.698.066/2016;7/12/2016 00:00;HIDALGO;1086;HIDALGO 1086;045-067-037;-;25/1/2017 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405BCR;-34.606620806229955;-58.44166239692018
28.012.155/2016;28/12/2016 00:00;RIVADAVIA AV.;5881;RIVADAVIA AV. 5881;057-083-022;-;25/1/2017 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1406;C1406GLB;-34.62305810238633;-58.44776497115762
27.897.895/2016;27/12/2016 00:00;LAS HERAS GENERAL AV.;2958;LAS HERAS GENERAL AV. 2958;015-054-010;-;25/1/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425AST;-34.583553259376565;-58.403312507422754
1.976.102/2017;11/1/2017 00:00;CONESA;1816;CONESA 1816;039-053A-001;-;25/1/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428CUB;-34.568010094395135;-58.46009610717186
21.699.914/2016;20/9/2016 00:00;DEL LIBERTADOR AV.;3624;DEL LIBERTADOR AV. 3624;021-094A-019D;-;25/1/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425ABW;-34.57297690325366;-58.4197639921675
27.522.564/2016;21/12/2016 00:00;SAN JOSE;431;SAN JOSE 431;012-026-007;-;25/1/2017 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1076;C1076AAI;-34.61378853059694;-58.38608440498862
27.948.451/2016;28/12/2016 00:00;MOLDES;1351;MOLDES 1351;037-134-003A;-;25/1/2017 00:00;;;AVISO DE OBRA;COLEGIALES;COMUNA 13;1426;C1426ALO;-34.56927702626351;-58.45345504323923
27.948.451/2016;28/12/2016 00:00;MOLDES;1351;MOLDES 1351;037-134-003A;-;20/2/2017 00:00;;;AVISO DE OBRA;COLEGIALES;COMUNA 13;1426;C1426ALO;-34.56927702626351;-58.45345504323923
22.068.786/2016;26/9/2016 00:00;MITRE, BARTOLOME;502;MITRE, BARTOLOME 502;001-025B-004B;-;26/1/2017 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1036;C1036AAJ;-34.60686257848174;-58.374269385798996
27.006.127/2016;14/12/2016 00:00;LE BRETON, TOMAS A.;4712;LE BRETON, TOMAS A. 4712;053-031-002;-;26/1/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431BQP;-34.568052705497145;-58.485334754681595
27.407.638/2016;20/12/2016 00:00;GUIDO;1656;GUIDO 1656;007-022-006;-;26/1/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1016;C1016AAD;-34.591278216027895;-58.38847648768147
32.838.847/2015;29/10/2015 00:00;NUEVA YORK;4205;NUEVA YORK 4205;083-027-010;-;26/1/2017 00:00;;;AVISO DE OBRA;VILLA DEVOTO;COMUNA 11;1419;C1419HDU;-34.6014898945398;-58.51395005457699
25.991.508/2016;31/1/2017 00:00;SAN JUAN AV.;2423;SAN JUAN AV. 2423;022-018-023;1871 M2;19/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;SAN CRISTOBAL;COMUNA 3;1232;C1232AAG;-34.62336971374744;-58.39960788579078
25.443.631/2016;31/1/2017 00:00;PARAGUAY;5628;PARAGUAY 5628;035-104A-002;2480 M2;19/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;PALERMO;COMUNA 14;1425;C1425BTP;-34.57604629979739;-58.43536806807964
26.511.535/2016;31/1/2017 00:00;JUJUY AV.;1984;JUJUY AV. 1984;024-066-021B;1881 M2;28/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;PARQUE PATRICIOS;COMUNA 4;1247;C1247ABU;-34.63345982654893;-58.39969715917376
4.571.166/2014;31/1/2017 00:00;BUFANO, ALFREDO R.;1070;BUFANO, ALFREDO R. 1070;065-095-025;921 M2;17/2/2017 00:00;;;OBRA NUEVA;FLORES;COMUNA 7;1406;C1406AXH;-34.61831367426326;-58.46749577903306
27.974.032/2016;31/1/2017 00:00;MAZA;80;MAZA 80;028-017-019A;936 M2;12/7/2017 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;ALMAGRO;COMUNA 5;1206;C1206ACB;-34.61192960453853;-58.41685535240014
28.040.279/2016;31/1/2017 00:00;MELIAN AV.;3646;MELIAN AV. 3646;043-016-022C;717 M2;17/2/2017 00:00;;;DEMOLICION TOTAL Y OBRA;SAAVEDRA;COMUNA 12;1430;C1430EYZ;-34.554909876433285;-58.48003880283622
28.209.515/2016;30/12/2016 00:00;PARAGUAY;1126;PARAGUAY 1126;003-001-002C;-;27/1/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1057;C1057AAR;-34.598028336615535;-58.38304217335658
3.043.927/2017;19/1/2017 00:00;ALCORTA, AMANCIO AV.;2733;ALCORTA, AMANCIO AV. 2733;024-034-001A;-;27/1/2017 00:00;;;AVISO DE OBRA;PARQUE PATRICIOS;COMUNA 4;1437;C1437HTC;-34.6441515441315;-58.399536481481356
1.996.121/2017;12/1/2017 00:00;EL SALVADOR;4578;EL SALVADOR 4578;019-048-009;-;27/1/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1414;C1414BPH;-34.590340087148796;-58.42580896016062
28.157.629/2016;31/1/2017 00:00;MORAN, PEDRO;2340;MORAN, PEDRO 2340;061-140-003A;747 M2;30/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;AGRONOMIA;COMUNA 15;1419;C1419HJF;-34.588886566835654;-58.48993518199286
26.152.440/2016;31/1/2017 00:00;CASTAÑARES AV.;5800;CASTAÑARES AV. 5800;080-150-007;1154 M2;12/9/2017 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;VILLA LUGANO;COMUNA 8;1439;C1439ALQ;-34.67396215530177;-58.48103951911818
27.190.113/2016;31/1/2017 00:00;CALVO, CARLOS;2002;CALVO, CARLOS 2002;022-051-002;1270 M2;25/8/2017 00:00;;;DEMOLICION TOTAL Y OBRA;SAN CRISTOBAL;COMUNA 3;1230;C1230AAF;-34.62054157498763;-58.39451456579666
26.713.817/2016;1/2/2017 00:00;O'HIGGINS;2737;O'HIGGINS 2737;027-047B-007;1473 M2;6/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1428;C1428AGS;-34.5539708886956;-58.457975732669595
26.838.819/2016;2/2/2017 00:00;24 DE NOVIEMBRE;1262;24 DE NOVIEMBRE 1262;030-049-012;49 M2;16/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;SAN CRISTOBAL;COMUNA 3;1242;C1242AAB;-34.62573196644583;-58.41021353831402
26.838.819/2016;2/2/2017 00:00;24 DE NOVIEMBRE;1262;24 DE NOVIEMBRE 1262;030-049-012;49 M2;22/9/2017 00:00;;;DEMOLICION TOTAL Y OBRA;SAN CRISTOBAL;COMUNA 3;1242;C1242AAB;-34.62573196644583;-58.41021353831402
26.989.749/2016;2/2/2017 00:00;ELCANO AV.;4033;ELCANO AV. 4033;049-147-036;327 M2;28/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA ORTUZAR;COMUNA 15;1427;C1427CHE;-34.583373408968825;-58.460611045913524
23.587.710/2016;2/2/2017 00:00;MORON;3422;MORON 3422;077-135-003;493 M2;31/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;FLORESTA;COMUNA 10;1407;C1407END;-34.62591914671787;-58.47903627966829
23.347.206/2016;2/2/2017 00:00;GARCIA DEL RIO AV.;2584;GARCIA DEL RIO AV. 2584;043-174-004;21 M2;27/3/2017 00:00;;;DEMOLICION PARCIAL Y AMPLIACION DE OBRA;SAAVEDRA;COMUNA 12;1429;C1429DEO;-34.54891496820148;-58.47025467850951
27.421.080/2016;20/12/2016 00:00;RIVERA, PEDRO I., DR.;3076;RIVERA, PEDRO I., DR. 3076;041-087-006A;-;1/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428BQN;-34.56044662193288;-58.467482218135956
24.199.402/2016;27/10/2016 00:00;AYACUCHO;2166;AYACUCHO 2166;011-068A-012A;-;1/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1112;C1112AAN;-34.58630266195154;-58.38791153126505
26.718.062/2016;11/12/2016 00:00;GARCIA, TEODORO;2341;GARCIA, TEODORO 2341;023-029-041;-;1/2/2017 00:00;;R2A I;DEMOLICION TOTAL;PALERMO;COMUNA 14;1426;C1426DMO;-34.568617384222804;-58.44491169278442
486.973/2017;4/1/2017 00:00;PRINGLES;480;PRINGLES 480;017-029-011;-;2/2/2017 00:00;;;AVISO DE OBRA;ALMAGRO;COMUNA 5;1183;C1183AEH;-34.6062876944345;-58.42766805844906
2.584.970/2017;13/1/2017 00:00;MENDOZA AV.;5375;MENDOZA AV. 5375;051-035-018;-;2/2/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431CIQ;-34.57866936961669;-58.48664048605782
122.725/2017;2/1/2017 00:00;QUINTANA, MANUEL, PRES.;43;QUINTANA, MANUEL, PRES. 43;007-052-010A;-;2/2/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1014;C1014ACA;-34.59198311335444;-58.38531826310086
2.598.413/2017;15/1/2017 00:00;LEIVA;4073;LEIVA 4073;033-008-029E;-;2/2/2017 00:00;;;AVISO DE OBRA;CHACARITA;COMUNA 15;1427;C1427EMC;-34.59012572274984;-58.448296147934784
27.343.244/2016;20/12/2016 00:00;LAVOISIER;3169;LAVOISIER 3169;063-043-009;-;2/2/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431DTC;-34.57194617195697;-58.499115153648894
26.925.619/2016;13/12/2016 00:00;ARGERICH;3591;ARGERICH 3591;071-041-015A;-;2/2/2017 00:00;;;AVISO DE OBRA;AGRONOMIA;COMUNA 15;1419;C1419CZA;-34.59515938424343;-58.496099100912446
26.925.490/2016;3/2/2017 00:00;CUCHA CUCHA;1214;CUCHA CUCHA 1214;059-170-030;327 M2;6/9/2017 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1416;C1416CJD;-34.60784622069785;-58.45118376112122
27.072.183/2016;3/2/2017 00:00;ESPINOSA;460;ESPINOSA 460;057-092-024;1163 M2;12/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1405;C1405AMB;-34.61733846868264;-58.44840192437731
27.124.851/2016;3/2/2017 00:00;ARAOZ;793;ARAOZ 793;031-050-001;389 M2;23/3/2017 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA CRESPO;COMUNA 15;1414;C1414DPO;-34.59723857289916;-58.43278526261653
26.403.175/2016;3/2/2017 00:00;VALLE;246;VALLE 246;040-112-005;2498 M2;26/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1424;C1424BVF;-34.624092292744216;-58.431000828217016
25.267.809/2016;3/2/2017 00:00;FIGUEROA ALCORTA, PRES. AV.;7506;FIGUEROA ALCORTA, PRES. AV. 7506;027-134-001;196 M2;15/3/2017 00:00;;;DEMOLICION TOTAL Y OBRA;BELGRANO;COMUNA 13;1428;C1428BCY;-34.54695784705583;-58.44821295373674
26.152.180/2016;3/2/2017 00:00;MONTIEL;5152;MONTIEL 5152;082-031-016A;2665 M2;3/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA RIACHUELO;COMUNA 8;1439;C1439HFJ;-34.68854267682916;-58.477318230534856
27.173.242/2016;3/2/2017 00:00;HUGO, VICTOR;1007;HUGO, VICTOR 1007;091-076-010C;2458 M2;29/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA LURO;COMUNA 10;1407;C1407BWS;-34.62993293612357;-58.51018555044992
20.746.981/2016;6/9/2016 00:00;CIUDAD DE LA PAZ;1062;CIUDAD DE LA PAZ 1062;037-141-025;-;3/2/2017 00:00;;;AVISO DE OBRA;COLEGIALES;COMUNA 13;1426;C1426AGT;-34.56997325569577;-58.44879218080939
25.339.274/2016;15/11/2016 00:00;ARGERICH;3116;ARGERICH 3116;071-021-027;-;3/2/2017 00:00;;;DEMOLICION TOTAL;VILLA DEL PARQUE;COMUNA 11;1417;C1417CTD;-34.6004446823991;-58.492140950434525
25.439.768/2016;16/11/2016 00:00;DORREGO AV.;2646;DORREGO AV. 2646;023-008-003B;-;1/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425GAQ;-34.57417409568025;-58.43408183871045
26.938.358/2016;14/12/2016 00:00;ARMENIA;1962;ARMENIA 1962;019-091-026;-;1/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1414;C1414DKP;-34.587689564885714;-58.42475194711796
27.491.306/2016;21/12/2016 00:00;ACEVEDO, EDUARDO;41;ACEVEDO, EDUARDO 41;045-142-013;-;1/2/2017 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405BUA;-34.61508133662657;-58.43075122992815
947.225/2017;6/1/2017 00:00;MIGUELETES;2301;MIGUELETES 2301;025-079-022;-;1/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428ASK;-34.554052264472425;-58.44832468331784
28.003.507/2016;28/12/2016 00:00;NEWTON;2572;NEWTON 2572;015-152-000F;-;1/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425AKD;-34.58534402519208;-58.395804212272324
2.596.961/2017;15/1/2017 00:00;MENDEZ DE ANDES;2335;MENDEZ DE ANDES 2335;065-088-013;-;1/2/2017 00:00;;;AVISO DE OBRA;FLORES;COMUNA 7;1406;C1406FUS;-34.622022675441734;-58.46466610446069
2.411.640/2017;13/1/2017 00:00;CABILDO AV.;2453;CABILDO AV. 2453;025-007-003A;-;1/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428AAG;-34.558595773840715;-58.459485562970556
19.460.900/2016;18/8/2016 00:00;PUEYRREDON AV.;2088;PUEYRREDON AV. 2088;015-144-001;-;1/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1119;C1119ACQ;-34.58795161125162;-58.398268342583485
23.335.151/2016;14/10/2016 00:00;ALVEAR AV.;1910;ALVEAR AV. 1910;011-065-001A;-;1/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1129;C1129AAO;-34.587617821492564;-58.38940103504922
27.421.343/2016;3/2/2017 00:00;RAMOS MEJIA;729;RAMOS MEJIA 729;045-153-021;1164 M2;2/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1405;C1405CAC;-34.607166363858944;-58.43168640576335
27.215.071/2016;3/2/2017 00:00;CHARLONE;77;CHARLONE 77;033-060-028;1145 M2;21/3/2017 00:00;;;DEMOLICION TOTAL Y OBRA;CHACARITA;COMUNA 15;1427;C1427BXA;-34.584948796448536;-58.44648439287905
4.370.569/2016;3/2/2017 00:00;GUARDIA VIEJA;3380;GUARDIA VIEJA 3380;013-052-008;612 M2;5/6/2017 00:00;;;STOCK OBRA NUEVA;BALVANERA;COMUNA 3;1192;C1192AAB;-34.60265141727053;-58.41243945214774
25.950.406/2016;3/2/2017 00:00;CANGALLO;25;CANGALLO 25;045-154-026;1514 M2;4/4/2017 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1405;C1405CZA;-34.606092461234816;-58.43119344091918
27.105.904/2016;3/2/2017 00:00;PATRON;7367;PATRON 7367;072-041-030;182 M2;1/6/2017 00:00;;;DEMOLICION TOTAL Y OBRA;LINIERS;COMUNA 9;1408;C1408FBO;-34.65371782991884;-58.521787961768865
26.690.896/2016;7/2/2017 00:00;LAVALLE;2042;LAVALLE 2042;009-062-007A;2068 M2;11/7/2017 00:00;;;DEMOLICION TOTAL Y OBRA;BALVANERA;COMUNA 3;1051;C1051ABF;-34.60330613959447;-58.39610961574342
22.223.662/2015;13/2/2017 00:00;CABRERA, JOSE A.;4737;CABRERA, JOSE A. 4737;019-015-030B;3309 M2;21/4/2017 00:00;;;STOCK DEMOLICION TOTAL Y OBRA NUEVA;PALERMO;COMUNA 14;1414;C1414BGK;-34.59187636050515;-58.429488778220055
3.332.531/2017;15/2/2017 00:00;LE BRETON, TOMAS A.;5223;LE BRETON, TOMAS A. 5223;063-105-017B;0;23/2/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431BQH;-34.571345061342114;-58.491078444028346
4.283.540/2017;15/2/2017 00:00;HORTIGUERA;584;HORTIGUERA 584;042-082-022;1382.29;25/4/2017 00:00;;;;CABALLITO;COMUNA 6;1406;C1406CKL;-34.62925115479119;-58.444556221188996
26.085.262/2016;15/2/2017 00:00;JURAMENTO AV.;2149;JURAMENTO AV. 2149;025-018-019;0;17/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428DNI;-34.5605500974306;-58.45428717169218
27.299.065/2016;15/2/2017 00:00;VIAMONTE;1612;VIAMONTE 1612;005-016-002;1543.66;12/9/2017 00:00;;;;SAN NICOLAS;COMUNA 1;1055;C1055ABF;-34.60075976904333;-58.38994285881982
4.094.689/2017;15/2/2017 00:00;VALLESE, FELIPE;1028;VALLESE, FELIPE 1028;057-105-003;210.50;23/5/2017 00:00;;;;CABALLITO;COMUNA 6;1405;C1405CWP;-34.614550274447936;-58.448916988583726
3.435.589/2017;15/2/2017 00:00;RAVIGNANI, EMILIO, DR.;2069;RAVIGNANI, EMILIO, DR. 2069;035-075-016;2679.83;24/2/2017 00:00;;;;PALERMO;COMUNA 14;1414;C1414CPU;-34.57882187321368;-58.4359538630425
28.035.595/2016;15/2/2017 00:00;GARCIA, JUAN AGUSTIN;5998;GARCIA, JUAN AGUSTIN 5998;091-029-013C;1850.44;29/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;VERSALLES;COMUNA 10;1408;C1408CID;-34.63328124285062;-58.51365373372037
3.532.700/2017;15/2/2017 00:00;SAN ANTONIO;461;SAN ANTONIO 461;018-090-018A;1034.00;12/9/2017 00:00;;;;BARRACAS;COMUNA 4;1276;C1276ADC;-34.64755156607612;-58.378811481388716
3.532.700/2017;15/2/2017 00:00;SAN ANTONIO;461;SAN ANTONIO 461;018-090-018A;1034.00;15/9/2017 00:00;;;;BARRACAS;COMUNA 4;1276;C1276ADC;-34.64755156607612;-58.378811481388716
3.532.957/2017;15/2/2017 00:00;TRIUNVIRATO AV.;5717;TRIUNVIRATO AV. 5717;063-122-025;612.00;5/6/2017 00:00;;;;VILLA URQUIZA;COMUNA 12;1431;C1431FCK;-34.565921110250656;-58.4947831733962
26.931.283/2016;15/2/2017 00:00;ESTOMBA;1967;ESTOMBA 1967;051-129-008B;0;18/5/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1430;C1430EGI;-34.571953831931175;-58.47024193615492
27.012.212/2016;15/2/2017 00:00;FLORIDA;532;FLORIDA 532;001-022-030;0;6/2/2017 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1005;C1005AAL;-34.601840456387116;-58.375349322273024
3.013.872/2017;15/2/2017 00:00;ANDALGALA;1451;ANDALGALA 1451;074-043-035A;1577.09;25/4/2017 00:00;;;;MATADEROS;COMUNA 9;1440;C1440ENC;-34.65440069048409;-58.51679195992124
28.156.383/2016;15/2/2017 00:00;COCHABAMBA;3421;COCHABAMBA 3421;030-015-030;1903.16;21/3/2017 00:00;;;;BOEDO;COMUNA 5;1252;C1252ABG;-34.62664670397687;-58.41375649337615
2.629.112/2017;15/2/2017 00:00;GUARDIA VIEJA;4367;GUARDIA VIEJA 4367;017-050-018;1820.29;28/9/2017 00:00;;;;ALMAGRO;COMUNA 5;1192;C1192AAU;-34.60010388411479;-58.42622104554214
18.817.863/2016;15/2/2017 00:00;NUEVA YORK;3414;NUEVA YORK 3414;087-032A-033;374.54;7/2/2017 00:00;;;DEMOLICION TOTAL;VILLA DEVOTO;COMUNA 11;1419;C1419HDD;-34.59567002222142;-58.5043509441032
28.127.765/2016;15/2/2017 00:00;CARRIL, SALVADOR MARIA DEL AV.;3563;CARRIL, SALVADOR MARIA DEL AV. 3563;083-169-014C;267.60;2/5/2017 00:00;;;;VILLA DEVOTO;COMUNA 11;1419;C1419HAB;-34.59601522280366;-58.50697102626245
3.720.737/2017;15/2/2017 00:00;PUEYRREDON AV.;568;PUEYRREDON AV. 568;013-099-021;830.02;15/2/2017 00:00;;;DEMOLICION TOTAL;BALVANERA;COMUNA 3;1032;C1032ABS;-34.60374947952182;-58.40535650200226
25.126.965/2016;15/2/2017 00:00;MENDOZA;4381;MENDOZA 4381;051-097-019;0;8/2/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1430;C1430BRU;-34.57238781715494;-58.47659136984025
28.220.747/2016;15/2/2017 00:00;HEREDIA;1168;HEREDIA 1168;049-120-021H;2146.11;15/3/2017 00:00;;;;VILLA ORTUZAR;COMUNA 15;1427;C1427CNT;-34.58001093680399;-58.46331409904829
3.609.773/2017;15/2/2017 00:00;11 DE SEPTIEMBRE DE 1888;1607;11 DE SEPTIEMBRE DE 1888 1607;023-059-006C;0;9/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1426;C1426BKS;-34.56331575871519;-58.44717921394332
22.974.800/2016;15/2/2017 00:00;TACUARI;885;TACUARI 885;014-075-011F;0;9/2/2017 00:00;;;AVISO DE OBRA;CONSTITUCION;COMUNA 1;1071;C1071AAQ;-34.61829646898587;-58.37877787680618
26.910.216/2016;15/2/2017 00:00;PARAGUAY;2602;PARAGUAY 2602;015-123-001;514.87;10/2/2017 00:00;;;DEMOLICION TOTAL;RECOLETA;COMUNA 2;1425;C1425BRD;-34.597230074694814;-58.40540215254376
28.182.205/2016;15/2/2017 00:00;MONTAÑESES;2324;MONTAÑESES 2324;025-058-024;4268.79;10/2/2017 00:00;;;DEMOLICION TOTAL;BELGRANO;COMUNA 13;1428;C1428AQL;-34.55515383121189;-58.450894711061586
25.873.329/2016;15/2/2017 00:00;EL SALVADOR;5161;EL SALVADOR 5161;019-070B-017A;864.35;14/2/2017 00:00;;;DEMOLICION TOTAL;PALERMO;COMUNA 14;1414;C1414BPS;-34.586312077837114;-58.43156449745742
26.595.008/2016;15/2/2017 00:00;NICARAGUA;4557;NICARAGUA 4557;019-090-021B;0;14/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1414;C1414BVE;-34.58847003863975;-58.42473310286846
2.655.362/2017;15/2/2017 00:00;GURRUCHAGA;2018;GURRUCHAGA 2018;019-108-021B;0;14/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425FED;-34.58662858287611;-58.425127345210406
22.998.657/2016;15/2/2017 00:00;MONTES DE OCA, MANUEL AV.;1649;MONTES DE OCA, MANUEL AV. 1649;018-140-040;0;14/2/2017 00:00;;;AVISO DE OBRA;BARRACAS;COMUNA 4;1270;C1270ABD;-34.64611507037131;-58.373334521062965
26.491.956/2016;15/2/2017 00:00;YRIGOYEN, HIPOLITO AV.;1782;YRIGOYEN, HIPOLITO AV. 1782;012-007-013A;0;15/2/2017 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1089;C1089AAH;-34.610358989506594;-58.391635893868035
22.790.384/2016;16/2/2017 00:00;LAS HERAS GENERAL AV.;3337;LAS HERAS GENERAL AV. 3337;021-040-020A;11221.55;5/9/2017 00:00;;;;PALERMO;COMUNA 14;1425;C1425ASK;-34.58292971127699;-58.40752692042921
2.663.900/2017;16/2/2017 00:00;MIRANDA;47;MIRANDA 47;085-053-025;4854.16;1/3/2017 00:00;;;;;;;;;
26.924.113/2016;16/2/2017 00:00;PERU;1629;PERU 1629;008-035-033;0;14/2/2017 00:00;;;AVISO DE OBRA;BARRACAS;COMUNA 4;1141;C1141ACI;-34.62722723401152;-58.373829234731204
26.924.113/2016;16/2/2017 00:00;PERU;1629;PERU 1629;008-035-033;0;15/2/2017 00:00;;;AVISO DE OBRA;BARRACAS;COMUNA 4;1141;C1141ACI;-34.62722723401152;-58.373829234731204
26.952.785/2016;16/2/2017 00:00;DEL LIBERTADOR AV.;292;DEL LIBERTADOR AV. 292;003-040-006K;0;11/2/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1001;C1001ABP;-34.591398161646595;-58.37775099613412
28.174.782/2016;16/2/2017 00:00;LOZANO, PEDRO;5336;LOZANO, PEDRO 5336;093-191A-005;243.80;5/5/2017 00:00;;;;VILLA REAL;COMUNA 10;1408;C1408BEB;-34.618206686737764;-58.52050603438395
28.178.978/2016;16/2/2017 00:00;LEGUIZAMON, MARTINIANO;4347;LEGUIZAMON, MARTINIANO 4347;080-089-024;0;11/4/2017 00:00;;;AVISO DE OBRA;VILLA LUGANO;COMUNA 8;1439;C1439FSE;-34.67898512023395;-58.474836304787125
28.177.660/2016;16/2/2017 00:00;CHIVILCOY;453;CHIVILCOY 453;077-102-014B;0;11/4/2017 00:00;;;AVISO DE OBRA;FLORESTA;COMUNA 10;1407;C1407AEG;-34.62888854272028;-58.48392528166219
28.210.900/2016;16/2/2017 00:00;DUPUY;1163;DUPUY 1163;093-111-003;1079.00;4/5/2017 00:00;;;;VERSALLES;COMUNA 10;1408;C1408COK;-34.62970821069507;-58.51929538559893
28.176.608/2016;16/2/2017 00:00;REMEDIOS;3748;REMEDIOS 3748;054-128-007;0;11/4/2017 00:00;;;AVISO DE OBRA;PARQUE AVELLANEDA;COMUNA 9;1407;C1407HJJ;-34.64136368071514;-58.47647232092893
28.176.573/2016;16/2/2017 00:00;SUPERI;4270;SUPERI 4270;043-048-027B;824.93;2/6/2017 00:00;;;;SAAVEDRA;COMUNA 12;1430;C1430FGD;-34.54886749889424;-58.482045646778154
28.153.566/2016;16/2/2017 00:00;CUBA;2145;CUBA 2145;027-029-010A;0;11/4/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428AEG;-34.56037388590819;-58.45516104461667
28.153.193/2016;16/2/2017 00:00;CABILDO AV.;232;CABILDO AV. 232;035-107-004;0;11/4/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1426;C1426AAP;-34.57316877837485;-58.439051518678475
28.152.462/2016;16/2/2017 00:00;SCALABRINI ORTIZ, RAUL AV.;1350;SCALABRINI ORTIZ, RAUL AV. 1350;019-014-029B;0;11/4/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1414;C1414DON;-34.592548567085;-58.42759508250878
